Date,Province/State,Population,Deaths,Confirmed
2020-03-30,Wyoming,578759,0,94
2020-03-31,Alabama,4903185,23,987
2020-03-31,Alaska,731545,3,119
2020-03-31,Arizona,7278717,24,1289
2020-03-31,Arkansas,3017804,8,523
2020-03-31,California,39512223,173,8210
2020-03-31,Colorado,5758736,69,2966
2020-03-31,Connecticut,3565287,69,3128
2020-03-31,Delaware,973764,10,319
2020-03-31,District of Columbia,705749,9,495
2020-03-31,Florida,21477737,85,6741
2020-03-31,Georgia,10617423,111,3929
2020-03-31,Hawaii,1415872,0,204
2020-03-31,Idaho,1787065,8,515
2020-03-31,Illinois,12671821,99,5994
2020-03-31,Indiana,6732219,49,2158
2020-03-31,Iowa,3155070,7,497
2020-03-31,Kansas,2913314,9,434
2020-03-31,Kentucky,4467673,11,628
2020-03-31,Louisiana,4648794,239,5237
2020-03-31,Maine,1344212,5,303
2020-03-31,Maryland,6045680,18,1660
2020-03-31,Massachusetts,6892503,89,6620
2020-03-31,Michigan,9986857,259,7615
2020-03-31,Minnesota,5639632,12,629
2020-03-31,Mississippi,2976149,20,937
2020-03-31,Missouri,6626371,15,1357
2020-03-31,Montana,1068778,5,198
2020-03-31,Nebraska,1934408,3,172
2020-03-31,Nevada,3080156,26,1114
2020-03-31,New Hampshire,1359711,3,357
2020-03-31,New Jersey,8882190,267,18696
2020-03-31,New Mexico,2096829,4,315
2020-03-31,New York,23628065,1714,75833
2020-03-31,North Carolina,10488084,12,1535
2020-03-31,North Dakota,762062,3,122
2020-03-31,Ohio,11689100,55,2199
2020-03-31,Oklahoma,3956971,23,568
2020-03-31,Oregon,4217737,18,690
2020-03-31,Pennsylvania,12801989,63,4963
2020-03-31,Rhode Island,1059361,8,488
2020-03-31,South Carolina,5148714,22,1083
2020-03-31,South Dakota,884659,1,108
2020-03-31,Tennessee,6829174,23,2391
2020-03-31,Texas,28995881,54,3809
2020-03-31,Utah,3205958,5,888
2020-03-31,Vermont,623989,13,293
2020-03-31,Virginia,8535519,27,1249
2020-03-31,Washington,7614893,225,5432
2020-03-31,West Virginia,1792147,1,162
2020-03-31,Wisconsin,5822434,25,1412
2020-03-31,Wyoming,578759,0,109
2020-04-01,Alabama,4903185,27,1060
2020-04-01,Alaska,731545,3,132
2020-04-01,Arizona,7278717,29,1530
2020-04-01,Arkansas,3017804,10,584
2020-04-01,California,39512223,199,9399
2020-04-01,Colorado,5758736,69,2982
2020-04-01,Connecticut,3565287,85,3557
2020-04-01,Delaware,973764,11,368
2020-04-01,District of Columbia,705749,9,586
2020-04-01,Florida,21477737,87,6956
2020-04-01,Georgia,10617423,139,4638
2020-04-01,Hawaii,1415872,1,224
2020-04-01,Idaho,1787065,9,566
2020-04-01,Illinois,12671821,141,6980
2020-04-01,Indiana,6732219,65,2564
2020-04-01,Iowa,3155070,9,547
2020-04-01,Kansas,2913314,10,485
2020-04-01,Kentucky,4467673,18,632
2020-04-01,Louisiana,4648794,273,6424
2020-04-01,Maine,1344212,5,303
2020-04-01,Maryland,6045680,31,1986
2020-04-01,Massachusetts,6892503,122,7738
2020-04-01,Michigan,9986857,335,9315
2020-04-01,Minnesota,5639632,17,689
2020-04-01,Mississippi,2976149,22,1073
2020-04-01,Missouri,6626371,18,1613
2020-04-01,Montana,1068778,6,208
2020-04-01,Nebraska,1934408,4,210
2020-04-01,Nevada,3080156,31,1279
2020-04-01,New Hampshire,1359711,3,357
2020-04-01,New Jersey,8882190,355,22255
2020-04-01,New Mexico,2096829,5,340
2020-04-01,New York,23628065,2176,83948
2020-04-01,North Carolina,10488084,14,1675
2020-04-01,North Dakota,762062,3,142
2020-04-01,Ohio,11689100,65,2547
2020-04-01,Oklahoma,3956971,30,721
2020-04-01,Oregon,4217737,19,736
2020-04-01,Pennsylvania,12801989,74,6009
2020-04-01,Rhode Island,1059361,10,566
2020-04-01,South Carolina,5148714,26,1293
2020-04-01,South Dakota,884659,2,129
2020-04-01,Tennessee,6829174,24,2933
2020-04-01,Texas,28995881,66,4355
2020-04-01,Utah,3205958,5,888
2020-04-01,Vermont,623989,16,321
2020-04-01,Virginia,8535519,34,1483
2020-04-01,Washington,7614893,234,5608
2020-04-01,West Virginia,1792147,1,191
2020-04-01,Wisconsin,5822434,27,1556
2020-04-01,Wyoming,578759,0,130
2020-04-02,Alabama,4903185,32,1233
2020-04-02,Alaska,731545,3,143
2020-04-02,Arizona,7278717,32,1715
2020-04-02,Arkansas,3017804,12,643
2020-04-02,California,39512223,238,10773
2020-04-02,Colorado,5758736,80,3342
2020-04-02,Connecticut,3565287,112,3824
2020-04-02,Delaware,973764,12,393
2020-04-02,District of Columbia,705749,12,653
2020-04-02,Florida,21477737,164,9008
2020-04-02,Georgia,10617423,163,5348
2020-04-02,Hawaii,1415872,1,256
2020-04-02,Idaho,1787065,9,776
2020-04-02,Illinois,12671821,163,7695
2020-04-02,Indiana,6732219,78,3038
2020-04-02,Iowa,3155070,11,614
2020-04-02,Kansas,2913314,12,553
2020-04-02,Kentucky,4467673,31,770
2020-04-02,Louisiana,4648794,310,9149
2020-04-02,Maine,1344212,7,376
2020-04-02,Maryland,6045680,36,2331
2020-04-02,Massachusetts,6892503,154,8966
2020-04-02,Michigan,9986857,417,10791
2020-04-02,Minnesota,5639632,18,742
2020-04-02,Mississippi,2976149,26,1177
2020-04-02,Missouri,6626371,22,1857
2020-04-02,Montana,1068778,6,241
2020-04-02,Nebraska,1934408,5,246
2020-04-02,Nevada,3080156,38,1463
2020-04-02,New Hampshire,1359711,3,479
2020-04-02,New Jersey,8882190,537,25590
2020-04-02,New Mexico,2096829,6,388
2020-04-02,New York,23628065,2738,92506
2020-04-02,North Carolina,10488084,21,1977
2020-04-02,North Dakota,762062,3,159
2020-04-02,Ohio,11689100,81,2901
2020-04-02,Oklahoma,3956971,34,881
2020-04-02,Oregon,4217737,21,826
2020-04-02,Pennsylvania,12801989,90,7268
2020-04-02,Rhode Island,1059361,12,645
2020-04-02,South Carolina,5148714,31,1554
2020-04-02,South Dakota,884659,2,165
2020-04-02,Tennessee,6829174,36,3013
2020-04-02,Texas,28995881,77,5069
2020-04-02,Utah,3205958,7,1092
2020-04-02,Vermont,623989,17,338
2020-04-02,Virginia,8535519,41,1706
2020-04-02,Washington,7614893,271,6389
2020-04-02,West Virginia,1792147,2,216
2020-04-02,Wisconsin,5822434,38,1748
2020-04-02,Wyoming,578759,0,150
2020-04-03,Alabama,4903185,38,1495
2020-04-03,Alaska,731545,3,157
2020-04-03,Arizona,7278717,41,1937
2020-04-03,Arkansas,3017804,12,704
2020-04-03,California,39512223,265,12004
2020-04-03,Colorado,5758736,97,3742
2020-04-03,Connecticut,3565287,131,4914
2020-04-03,Delaware,973764,14,450
2020-04-03,District of Columbia,705749,15,757
2020-04-03,Florida,21477737,170,10268
2020-04-03,Georgia,10617423,184,5831
2020-04-03,Hawaii,1415872,3,319
2020-04-03,Idaho,1787065,9,891
2020-04-03,Illinois,12671821,210,8904
2020-04-03,Indiana,6732219,102,3437
2020-04-03,Iowa,3155070,11,699
2020-04-03,Kansas,2913314,18,629
2020-04-03,Kentucky,4467673,34,770
2020-04-03,Louisiana,4648794,370,10297
2020-04-03,Maine,1344212,9,432
2020-04-03,Maryland,6045680,43,2758
2020-04-03,Massachusetts,6892503,192,10402
2020-04-03,Michigan,9986857,479,12744
2020-04-03,Minnesota,5639632,22,788
2020-04-03,Mississippi,2976149,29,1358
2020-04-03,Missouri,6626371,25,1864
2020-04-03,Montana,1068778,5,243
2020-04-03,Nebraska,1934408,6,279
2020-04-03,Nevada,3080156,43,1514
2020-04-03,New Hampshire,1359711,5,479
2020-04-03,New Jersey,8882190,646,29895
2020-04-03,New Mexico,2096829,10,534
2020-04-03,New York,23628065,3594,102987
2020-04-03,North Carolina,10488084,27,2251
2020-04-03,North Dakota,762062,3,173
2020-04-03,Ohio,11689100,91,3312
2020-04-03,Oklahoma,3956971,38,990
2020-04-03,Oregon,4217737,22,899
2020-04-03,Pennsylvania,12801989,102,8570
2020-04-03,Rhode Island,1059361,14,711
2020-04-03,South Carolina,5148714,34,1700
2020-04-03,South Dakota,884659,2,187
2020-04-03,Tennessee,6829174,41,3067
2020-04-03,Texas,28995881,100,5734
2020-04-03,Utah,3205958,7,1253
2020-04-03,Vermont,623989,17,389
2020-04-03,Virginia,8535519,46,2012
2020-04-03,Washington,7614893,291,6846
2020-04-03,West Virginia,1792147,2,237
2020-04-03,Wisconsin,5822434,51,2012
2020-04-03,Wyoming,578759,0,162
2020-04-04,Alabama,4903185,44,1614
2020-04-04,Alaska,731545,5,171
2020-04-04,Arizona,7278717,52,2187
2020-04-04,Arkansas,3017804,14,743
2020-04-04,California,39512223,289,12837
2020-04-04,Colorado,5758736,111,4188
2020-04-04,Connecticut,3565287,165,5276
2020-04-04,Delaware,973764,14,593
2020-04-04,District of Columbia,705749,21,902
2020-04-04,Florida,21477737,195,11537
2020-04-04,Georgia,10617423,201,6160
2020-04-04,Hawaii,1415872,3,351
2020-04-04,Idaho,1787065,10,1022
2020-04-04,Illinois,12671821,244,10357
2020-04-04,Indiana,6732219,116,3953
2020-04-04,Iowa,3155070,14,787
2020-04-04,Kansas,2913314,21,698
2020-04-04,Kentucky,4467673,40,917
2020-04-04,Louisiana,4648794,409,12496
2020-04-04,Maine,1344212,10,456
2020-04-04,Maryland,6045680,54,3125
2020-04-04,Massachusetts,6892503,216,11736
2020-04-04,Michigan,9986857,540,14225
2020-04-04,Minnesota,5639632,24,865
2020-04-04,Mississippi,2976149,35,1455
2020-04-04,Missouri,6626371,33,2310
2020-04-04,Montana,1068778,6,265
2020-04-04,Nebraska,1934408,6,321
2020-04-04,Nevada,3080156,46,1742
2020-04-04,New Hampshire,1359711,7,540
2020-04-04,New Jersey,8882190,846,34124
2020-04-04,New Mexico,2096829,10,534
2020-04-04,New York,23628065,4290,113833
2020-04-04,North Carolina,10488084,34,2486
2020-04-04,North Dakota,762062,3,186
2020-04-04,Ohio,11689100,102,3739
2020-04-04,Oklahoma,3956971,42,1161
2020-04-04,Oregon,4217737,22,899
2020-04-04,Pennsylvania,12801989,136,10444
2020-04-04,Rhode Island,1059361,17,806
2020-04-04,South Carolina,5148714,40,1917
2020-04-04,South Dakota,884659,2,212
2020-04-04,Tennessee,6829174,50,3322
2020-04-04,Texas,28995881,116,6567
2020-04-04,Utah,3205958,8,1432
2020-04-04,Vermont,623989,20,461
2020-04-04,Virginia,8535519,52,2407
2020-04-04,Washington,7614893,315,7247
2020-04-04,West Virginia,1792147,2,282
2020-04-04,Wisconsin,5822434,54,2030
2020-04-04,Wyoming,578759,0,187
2020-04-05,Alabama,4903185,45,1765
2020-04-05,Alaska,731545,6,185
2020-04-05,Arizona,7278717,64,2486
2020-04-05,Arkansas,3017804,16,837
2020-04-05,California,39512223,348,15034
2020-04-05,Colorado,5758736,140,4950
2020-04-05,Connecticut,3565287,189,5675
2020-04-05,Delaware,973764,14,673
2020-04-05,District of Columbia,705749,22,1002
2020-04-05,Florida,21477737,221,12350
2020-04-05,Georgia,10617423,211,6647
2020-04-05,Hawaii,1415872,4,371
2020-04-05,Idaho,1787065,10,1078
2020-04-05,Illinois,12671821,274,11259
2020-04-05,Indiana,6732219,127,4411
2020-04-05,Iowa,3155070,18,869
2020-04-05,Kansas,2913314,22,751
2020-04-05,Kentucky,4467673,45,955
2020-04-05,Louisiana,4648794,477,13010
2020-04-05,Maine,1344212,10,470
2020-04-05,Maryland,6045680,67,3617
2020-04-05,Massachusetts,6892503,231,12500
2020-04-05,Michigan,9986857,617,15718
2020-04-05,Minnesota,5639632,29,935
2020-04-05,Mississippi,2976149,43,1638
2020-04-05,Missouri,6626371,44,2347
2020-04-05,Montana,1068778,6,286
2020-04-05,Nebraska,1934408,8,364
2020-04-05,Nevada,3080156,46,1855
2020-04-05,New Hampshire,1359711,9,621
2020-04-05,New Jersey,8882190,917,37505
2020-04-05,New Mexico,2096829,12,670
2020-04-05,New York,23628065,4951,123160
2020-04-05,North Carolina,10488084,38,2649
2020-04-05,North Dakota,762062,3,207
2020-04-05,Ohio,11689100,119,4043
2020-04-05,Oklahoma,3956971,46,1254
2020-04-05,Oregon,4217737,27,1068
2020-04-05,Pennsylvania,12801989,151,11589
2020-04-05,Rhode Island,1059361,25,922
2020-04-05,South Carolina,5148714,44,2049
2020-04-05,South Dakota,884659,2,240
2020-04-05,Tennessee,6829174,53,3633
2020-04-05,Texas,28995881,136,7209
2020-04-05,Utah,3205958,8,1603
2020-04-05,Vermont,623989,22,512
2020-04-05,Virginia,8535519,52,2640
2020-04-05,Washington,7614893,336,7825
2020-04-05,West Virginia,1792147,3,324
2020-04-05,Wisconsin,5822434,74,2320
2020-04-05,Wyoming,578759,0,197
2020-04-06,Alabama,4903185,49,1952
2020-04-06,Alaska,731545,6,190
2020-04-06,Arizona,7278717,65,2732
2020-04-06,Arkansas,3017804,16,875
2020-04-06,California,39512223,380,16019
2020-04-06,Colorado,5758736,150,5183
2020-04-06,Connecticut,3565287,206,6906
2020-04-06,Delaware,973764,15,783
2020-04-06,District of Columbia,705749,24,1097
2020-04-06,Florida,21477737,236,13324
2020-04-06,Georgia,10617423,229,7314
2020-04-06,Hawaii,1415872,5,387
2020-04-06,Idaho,1787065,10,1101
2020-04-06,Illinois,12671821,307,12262
2020-04-06,Indiana,6732219,143,4956
2020-04-06,Iowa,3155070,25,946
2020-04-06,Kansas,2913314,25,849
2020-04-06,Kentucky,4467673,45,955
2020-04-06,Louisiana,4648794,512,14867
2020-04-06,Maine,1344212,10,499
2020-04-06,Maryland,6045680,91,4045
2020-04-06,Massachusetts,6892503,260,13837
2020-04-06,Michigan,9986857,727,17221
2020-04-06,Minnesota,5639632,30,986
2020-04-06,Mississippi,2976149,51,1738
2020-04-06,Missouri,6626371,47,2736
2020-04-06,Montana,1068778,6,299
2020-04-06,Nebraska,1934408,9,417
2020-04-06,Nevada,3080156,46,1953
2020-04-06,New Hampshire,1359711,9,715
2020-04-06,New Jersey,8882190,1003,41090
2020-04-06,New Mexico,2096829,12,757
2020-04-06,New York,23628065,4698,131815
2020-04-06,North Carolina,10488084,45,2962
2020-04-06,North Dakota,762062,3,225
2020-04-06,Ohio,11689100,142,4453
2020-04-06,Oklahoma,3956971,51,1329
2020-04-06,Oregon,4217737,27,1068
2020-04-06,Pennsylvania,12801989,179,13127
2020-04-06,Rhode Island,1059361,27,1082
2020-04-06,South Carolina,5148714,48,2232
2020-04-06,South Dakota,884659,4,288
2020-04-06,Tennessee,6829174,65,3802
2020-04-06,Texas,28995881,150,8043
2020-04-06,Utah,3205958,13,1680
2020-04-06,Vermont,623989,23,543
2020-04-06,Virginia,8535519,66,2878
2020-04-06,Washington,7614893,381,8311
2020-04-06,West Virginia,1792147,4,345
2020-04-06,Wisconsin,5822434,78,2449
2020-04-06,Wyoming,578759,0,210
2020-04-07,Alabama,4903185,64,2169
2020-04-07,Alaska,731545,6,213
2020-04-07,Arizona,7278717,73,2870
2020-04-07,Arkansas,3017804,18,946
2020-04-07,California,39512223,432,17351
2020-04-07,Colorado,5758736,179,5429
2020-04-07,Connecticut,3565287,277,7781
2020-04-07,Delaware,973764,16,928
2020-04-07,District of Columbia,705749,22,1211
2020-04-07,Florida,21477737,283,14545
2020-04-07,Georgia,10617423,329,8822
2020-04-07,Hawaii,1415872,5,410
2020-04-07,Idaho,1787065,13,1170
2020-04-07,Illinois,12671821,308,12271
2020-04-07,Indiana,6732219,173,5510
2020-04-07,Iowa,3155070,25,1046
2020-04-07,Kansas,2913314,29,912
2020-04-07,Kentucky,4467673,65,1149
2020-04-07,Louisiana,4648794,582,16284
2020-04-07,Maine,1344212,12,519
2020-04-07,Maryland,6045680,103,4371
2020-04-07,Massachusetts,6892503,356,15202
2020-04-07,Michigan,9986857,845,18970
2020-04-07,Minnesota,5639632,34,1069
2020-04-07,Mississippi,2976149,60,1915
2020-04-07,Missouri,6626371,65,3130
2020-04-07,Montana,1068778,6,319
2020-04-07,Nebraska,1934408,10,447
2020-04-07,Nevada,3080156,72,2124
2020-04-07,New Hampshire,1359711,9,715
2020-04-07,New Jersey,8882190,1232,44416
2020-04-07,New Mexico,2096829,13,876
2020-04-07,New York,23628065,5489,139875
2020-04-07,North Carolina,10488084,53,3299
2020-04-07,North Dakota,762062,4,237
2020-04-07,Ohio,11689100,167,4782
2020-04-07,Oklahoma,3956971,67,1474
2020-04-07,Oregon,4217737,29,1132
2020-04-07,Pennsylvania,12801989,247,14853
2020-04-07,Rhode Island,1059361,30,1229
2020-04-07,South Carolina,5148714,51,2417
2020-04-07,South Dakota,884659,6,320
2020-04-07,Tennessee,6829174,72,4139
2020-04-07,Texas,28995881,160,8925
2020-04-07,Utah,3205958,13,1746
2020-04-07,Vermont,623989,23,575
2020-04-07,Virginia,8535519,66,3335
2020-04-07,Washington,7614893,400,8692
2020-04-07,West Virginia,1792147,4,412
2020-04-07,Wisconsin,5822434,92,2578
2020-04-07,Wyoming,578759,0,216
2020-04-08,Alabama,4903185,66,2328
2020-04-08,Alaska,731545,7,226
2020-04-08,Arizona,7278717,80,3036
2020-04-08,Arkansas,3017804,18,1000
2020-04-08,California,39512223,495,18897
2020-04-08,Colorado,5758736,193,5655
2020-04-08,Connecticut,3565287,326,7781
2020-04-08,Delaware,973764,19,1116
2020-04-08,District of Columbia,705749,27,1440
2020-04-08,Florida,21477737,309,15456
2020-04-08,Georgia,10617423,362,9901
2020-04-08,Hawaii,1415872,5,410
2020-04-08,Idaho,1787065,15,1210
2020-04-08,Illinois,12671821,462,15078
2020-04-08,Indiana,6732219,203,5943
2020-04-08,Iowa,3155070,27,1145
2020-04-08,Kansas,2913314,34,1046
2020-04-08,Kentucky,4467673,65,1149
2020-04-08,Louisiana,4648794,652,17030
2020-04-08,Maine,1344212,14,537
2020-04-08,Maryland,6045680,124,5529
2020-04-08,Massachusetts,6892503,433,16790
2020-04-08,Michigan,9986857,959,20346
2020-04-08,Minnesota,5639632,39,1154
2020-04-08,Mississippi,2976149,67,2003
2020-04-08,Missouri,6626371,86,3209
2020-04-08,Montana,1068778,6,332
2020-04-08,Nebraska,1934408,12,519
2020-04-08,Nevada,3080156,72,2259
2020-04-08,New Hampshire,1359711,13,747
2020-04-08,New Jersey,8882190,1504,47437
2020-04-08,New Mexico,2096829,13,902
2020-04-08,New York,23628065,6268,151061
2020-04-08,North Carolina,10488084,66,3499
2020-04-08,North Dakota,762062,4,251
2020-04-08,Ohio,11689100,193,5148
2020-04-08,Oklahoma,3956971,79,1526
2020-04-08,Oregon,4217737,33,1181
2020-04-08,Pennsylvania,12801989,318,16631
2020-04-08,Rhode Island,1059361,35,1450
2020-04-08,South Carolina,5148714,51,2417
2020-04-08,South Dakota,884659,6,393
2020-04-08,Tennessee,6829174,80,4363
2020-04-08,Texas,28995881,189,9777
2020-04-08,Utah,3205958,13,1855
2020-04-08,Vermont,623989,23,605
2020-04-08,Virginia,8535519,66,3645
2020-04-08,Washington,7614893,426,9276
2020-04-08,West Virginia,1792147,4,483
2020-04-08,Wisconsin,5822434,100,2710
2020-04-08,Wyoming,578759,0,221
2020-04-09,Alabama,4903185,70,2703
2020-04-09,Alaska,731545,7,235
2020-04-09,Arizona,7278717,89,3018
2020-04-09,Arkansas,3017804,21,1119
2020-04-09,California,39512223,544,19710
2020-04-09,Colorado,5758736,193,5655
2020-04-09,Connecticut,3565287,380,9784
2020-04-09,Delaware,973764,23,1209
2020-04-09,District of Columbia,705749,32,1523
2020-04-09,Florida,21477737,354,16364
2020-04-09,Georgia,10617423,379,10566
2020-04-09,Hawaii,1415872,6,442
2020-04-09,Idaho,1787065,18,1232
2020-04-09,Illinois,12671821,462,15079
2020-04-09,Indiana,6732219,245,6351
2020-04-09,Iowa,3155070,29,1270
2020-04-09,Kansas,2913314,42,1116
2020-04-09,Kentucky,4467673,73,1341
2020-04-09,Louisiana,4648794,702,18283
2020-04-09,Maine,1344212,16,560
2020-04-09,Maryland,6045680,138,6185
2020-04-09,Massachusetts,6892503,503,18941
2020-04-09,Michigan,9986857,1076,21504
2020-04-09,Minnesota,5639632,50,1240
2020-04-09,Mississippi,2976149,76,2260
2020-04-09,Missouri,6626371,93,3432
2020-04-09,Montana,1068778,6,354
2020-04-09,Nebraska,1934408,14,568
2020-04-09,Nevada,3080156,81,2456
2020-04-09,New Hampshire,1359711,21,819
2020-04-09,New Jersey,8882190,1709,51027
2020-04-09,New Mexico,2096829,16,865
2020-04-09,New York,23628065,7067,161779
2020-04-09,North Carolina,10488084,76,3736
2020-04-09,North Dakota,762062,5,269
2020-04-09,Ohio,11689100,213,5512
2020-04-09,Oklahoma,3956971,80,1686
2020-04-09,Oregon,4217737,44,1321
2020-04-09,Pennsylvania,12801989,345,18300
2020-04-09,Rhode Island,1059361,43,1727
2020-04-09,South Carolina,5148714,67,2793
2020-04-09,South Dakota,884659,6,447
2020-04-09,Tennessee,6829174,94,4634
2020-04-09,Texas,28995881,210,11208
2020-04-09,Utah,3205958,13,1856
2020-04-09,Vermont,623989,23,628
2020-04-09,Virginia,8535519,109,4042
2020-04-09,Washington,7614893,456,9639
2020-04-09,West Virginia,1792147,5,514
2020-04-09,Wisconsin,5822434,111,2886
2020-04-09,Wyoming,578759,0,230
2020-04-10,Alabama,4903185,80,2947
2020-04-10,Alaska,731545,7,246
2020-04-10,Arizona,7278717,97,3112
2020-04-10,Arkansas,3017804,21,1171
2020-04-10,California,39512223,583,21081
2020-04-10,Colorado,5758736,226,6202
2020-04-10,Connecticut,3565287,448,10538
2020-04-10,Delaware,973764,32,1326
2020-04-10,District of Columbia,705749,38,1660
2020-04-10,Florida,21477737,390,17531
2020-04-10,Georgia,10617423,416,11485
2020-04-10,Hawaii,1415872,6,442
2020-04-10,Idaho,1787065,24,1354
2020-04-10,Illinois,12671821,597,17887
2020-04-10,Indiana,6732219,300,6907
2020-04-10,Iowa,3155070,31,1388
2020-04-10,Kansas,2913314,42,1117
2020-04-10,Kentucky,4467673,90,1693
2020-04-10,Louisiana,4648794,755,19253
2020-04-10,Maine,1344212,17,586
2020-04-10,Maryland,6045680,171,6968
2020-04-10,Massachusetts,6892503,599,20974
2020-04-10,Michigan,9986857,1276,22434
2020-04-10,Minnesota,5639632,57,1336
2020-04-10,Mississippi,2976149,82,2469
2020-04-10,Missouri,6626371,99,3897
2020-04-10,Montana,1068778,6,365
2020-04-10,Nebraska,1934408,15,635
2020-04-10,Nevada,3080156,90,2722
2020-04-10,New Hampshire,1359711,21,819
2020-04-10,New Jersey,8882190,1932,54588
2020-04-10,New Mexico,2096829,17,1081
2020-04-10,New York,23628065,7867,172348
2020-04-10,North Carolina,10488084,83,3965
2020-04-10,North Dakota,762062,6,278
2020-04-10,Ohio,11689100,231,5878
2020-04-10,Oklahoma,3956971,88,1794
2020-04-10,Oregon,4217737,44,1322
2020-04-10,Pennsylvania,12801989,418,20051
2020-04-10,Rhode Island,1059361,43,1727
2020-04-10,South Carolina,5148714,72,3067
2020-04-10,South Dakota,884659,6,536
2020-04-10,Tennessee,6829174,98,4891
2020-04-10,Texas,28995881,238,12105
2020-04-10,Utah,3205958,13,2103
2020-04-10,Vermont,623989,24,679
2020-04-10,Virginia,8535519,121,4509
2020-04-10,Washington,7614893,483,10119
2020-04-10,West Virginia,1792147,5,574
2020-04-10,Wisconsin,5822434,128,3068
2020-04-10,Wyoming,578759,0,239
